Solar_Power,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,td_avg,td_max,td_min,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,netrad_avg,visibilitymiles,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
5666.0,30,0.006,0.006999999999999999,0.191,1.073,0.0,33,28,46.4,50.2,43.2,427.1,111.5,0.265,0,79.5,81.1,76.3,427.6,381.0,85.8,11.88,56.23,70.0,315.0,2.013,9.843,-2.244,19.884,68.5,67.8,19.635,101.3
3512.0,48,0.002,0.004,0.083,0.989,0.0,49,46,44.2,44.6,44.1,449.6,31.14,0.042,0,64.6,66.0,64.0,392.9,339.6,86.0,2.757,10.44,55.0,56.0,6.04,21.251,-45.56,19.884,58.5,58.3,19.822,101.6
8143.0,49,0.004,0.006,0.619,1.011,0.0,51,47,44.8,46.4,44.2,448.4,98.1,0.128,0,64.9,66.6,64.2,394.1,339.4,86.1,6.154,38.26,48.0,65.0,5.816,23.935,-22.59,19.884,59.0,58.6,19.884,101.6
18399.0,47,0.004,0.006,1.307,1.084,0.0,52,42,46.6,50.9,45.1,445.4,603.0,1.0590000000000002,0,68.0,71.2,65.8,409.4,351.8,86.1,51.93,311.5,50.0,56.0,3.579,14.316,202.0,19.884,62.1,65.7,19.822,101.6
30191.0,45,0.009000000000000001,0.011,1.984,1.247,0.0,49,41,50.4,53.4,47.1,443.8,1121.0,1.916,0,72.1,74.3,70.0,447.6,369.8,86.1,133.2,554.8,61.0,34.0,2.237,9.171,343.8,19.884,76.5,78.1,19.573,101.6
39543.0,44,0.015,0.017,2.577,1.338,0.0,48,40,52.3,55.4,50.5,445.9,1489.0,2.484,0,74.8,77.4,72.5,470.7,382.4,86.0,164.0,724.0,62.0,345.0,1.79,6.263,471.7,19.884,86.2,83.7,18.703,101.6
44693.0,39,0.019,0.021,3.047,1.355,0.0,44,34,52.7,54.9,51.4,439.0,1781.0,2.942,0,79.2,82.4,76.3,487.4,394.9,86.0,185.0,860.0,61.0,14.0,2.013,6.263,582.5,19.884,92.5,87.1,19.014,101.6
43579.0,34,0.024,0.026,3.359,1.3530000000000002,0.0,39,29,52.7,56.3,50.4,428.7,1822.0,3.026,0,83.8,86.2,81.1,498.1,416.1,86.0,183.6,877.0,61.0,314.0,2.237,6.935,611.6,18.268,93.2,91.8,18.455,101.5
43627.0,35,0.025,0.028,3.485,1.398,0.0,41,28,53.6,60.4,50.4,421.0,1467.0,2.461,0,85.5,87.8,84.0,491.9,429.6,85.9,147.8,702.4,58.0,292.0,2.461,9.619,492.3,19.884,89.2,90.7,18.765,101.5
50435.0,27,0.022,0.024,3.408,1.276,0.0,31,23,51.1,55.2,47.1,421.1,1747.0,2.892,0,87.6,89.4,85.3,500.8,416.8,85.9,175.8,844.0,63.0,296.0,2.684,9.171,584.1,19.884,90.9,94.1,18.952,101.4
43658.0,24,0.025,0.028,3.158,1.147,0.0,26,21,48.2,51.4,45.7,422.4,1821.0,3.015,0,89.4,91.0,88.2,502.3,415.5,85.9,191.4,885.0,61.0,299.0,3.132,15.211,606.4,19.884,89.6,95.0,18.641,101.4
41977.0,19,0.026,0.03,2.736,0.97,0.0,24,15,43.7,48.9,37.6,423.9,1556.0,2.603,0,90.7,91.9,89.6,497.8,412.0,85.8,177.6,764.5,58.0,297.0,2.908,12.974,501.1,19.884,86.7,94.1,18.828,101.3
32713.0,19,0.022,0.026,2.177,0.945,0.0,21,16,43.0,47.1,40.3,425.3,1189.0,2.018,0,90.9,92.3,89.6,490.3,409.7,85.7,146.1,585.9,63.0,299.0,2.237,9.619,359.2,17.585,85.6,89.6,19.014,101.2
21843.0,21,0.017,0.02,1.509,0.973,0.0,25,16,43.9,50.4,39.9,427.0,810.0,1.425,0,88.9,91.2,79.5,465.2,402.6,85.7,103.7,404.8,68.0,300.0,1.79,7.829,238.6,14.54,81.5,77.4,18.206,101.2
10622.0,21,0.011,0.013,0.8079999999999999,0.984,0.0,23,18,44.1,48.2,41.4,428.4,483.2,1.069,0,88.2,90.0,83.8,450.7,396.9,85.7,40.0,261.1,60.0,289.0,1.118,8.277000000000001,167.3,16.653,77.4,71.8,19.449,101.1
3464.0,26,0.006999999999999999,0.008,0.19,1.006,0.0,32,20,44.8,47.8,42.6,436.3,47.35,0.078,0,83.1,87.8,79.9,431.4,386.4,85.7,-1.185,12.4,56.0,296.0,0.895,8.724,-31.45,19.635,69.3,68.0,19.697,101.1
3379.0,44,0.002,0.003,0.08000001,0.95,0.0,46,43,43.2,44.6,42.8,452.1,24.98,0.032,0,65.5,67.1,64.4,392.4,338.1,85.9,2.4330000000000003,7.632999999999999,63.0,44.0,4.25,16.105999999999998,-49.11,19.884,58.1,57.9,19.822,101.4
7940.0,45,0.003,0.005,0.613,0.961,0.0,46,44,43.5,44.2,43.2,451.0,94.0,0.119,0,65.7,67.3,64.4,394.9,338.5,85.9,5.595,36.02,33.0,38.0,5.369,16.105999999999998,-26.06,19.884,59.2,58.8,19.822,101.4
18301.0,46,0.004,0.006999999999999999,1.304,1.101,0.0,53,40,46.9,51.4,44.1,457.0,594.7,1.056,0,68.7,70.5,66.6,411.8,351.1,85.9,50.27,306.5,57.0,43.0,2.684,12.303,195.5,12.49,61.9,67.3,18.393,101.5
30264.0,48,0.009000000000000001,0.011,1.977,1.281,0.0,54,42,51.1,53.6,49.3,454.0,1107.0,1.915,0,70.5,73.4,68.0,444.8,364.2,85.9,133.1,552.9,72.0,348.0,2.013,7.606,339.2,19.014,75.0,78.1,17.833,101.4
39244.0,44,0.015,0.016,2.568,1.249,0.0,50,38,50.5,54.5,47.7,444.0,1476.0,2.49,0,73.9,77.7,71.8,467.2,377.3,85.9,166.6,726.7,55.0,13.0,2.013,5.5920000000000005,470.3,18.082,85.6,82.0,18.703,101.4
44430.0,36,0.019,0.022,3.052,1.249,0.0,42,31,50.5,54.0,46.6,436.7,1747.0,2.924,0,77.7,81.9,74.8,482.5,389.0,85.9,185.8,855.0,62.0,1.0,2.237,8.052999999999999,575.8,15.037,90.5,86.0,17.585,101.4
42481.0,19,0.026,0.03,2.736,0.925,0.0,22,17,42.4,46.4,39.4,422.9,1556.0,2.634,0,88.9,90.1,87.6,488.9,401.6,85.6,182.1,777.8,55.0,293.0,3.803,16.777,508.4,19.884,83.7,91.2,18.765,101.1
33635.0,19,0.023,0.028,2.178,0.8759999999999999,0.0,21,16,41.2,45.0,37.9,424.3,1206.0,2.074,0,88.7,89.8,86.7,482.9,398.2,85.5,152.7,604.4,61.0,302.0,2.908,10.961,367.0,19.449,83.3,87.4,19.138,101.0
22098.0,25,0.017,0.021,1.509,0.956,0.0,33,17,43.3,54.3,39.6,425.0,809.0,1.44,0,86.2,88.7,77.5,458.1,392.4,85.5,106.9,408.4,60.0,299.0,2.684,9.395,235.7,19.884,79.2,75.6,18.33,101.0
10806.0,24,0.011,0.014,0.804,1.017,0.0,28,20,45.0,48.9,42.4,427.7,481.9,1.072,0,85.8,87.4,78.3,443.9,384.9,85.5,39.85,262.8,58.0,287.0,1.5659999999999998,6.935,164.0,19.884,75.2,69.8,19.076,100.9
3798.0,24,0.006999999999999999,0.009000000000000001,0.18600000000000005,0.989,0.0,29,18,44.2,48.9,38.7,435.1,77.48,0.183,0,82.4,86.7,79.0,427.5,373.8,85.5,2.542,30.0,51.0,246.0,0.895,4.921,-26.26,19.884,68.2,66.4,19.822,100.9
3483.0,46,0.002,0.004,0.07700001,0.866,0.0,47,45,40.8,41.2,40.5,450.8,29.18,0.039,0,62.2,63.3,61.3,384.5,329.0,85.7,2.656,9.04,51.0,69.0,4.25,14.54,-49.06,19.884,55.6,55.2,19.76,101.1
8033.0,45,0.003,0.004,0.609,0.885,0.0,47,44,41.4,42.1,40.8,447.6,94.8,0.121,0,63.1,65.1,61.5,387.3,329.4,85.7,6.249,36.84,40.0,45.0,4.474,14.764,-27.25,19.884,56.7,56.3,19.697,101.1
18211.0,46,0.004,0.006,1.301,0.948,0.0,52,39,43.2,51.1,41.7,442.8,599.4,1.07,0,66.9,69.3,64.4,404.3,342.6,85.7,51.38,312.3,49.0,47.0,3.579,12.303,199.3,18.455,60.4,63.9,19.573,101.1
30377.0,53,0.009000000000000001,0.011,1.984,1.2919999999999998,0.0,56,50,51.4,54.1,49.6,458.9,1102.0,1.917,0,68.5,71.4,67.1,440.3,356.3,85.6,133.9,553.9,61.0,35.0,2.237,7.829,336.0,13.794,74.3,76.3,16.404,101.1
40287.0,48,0.014,0.016,2.562,1.3030000000000002,0.0,56,41,51.6,55.9,49.6,440.1,1468.0,2.491,0,71.6,75.2,68.7,459.8,366.9,85.6,168.7,730.5,71.0,15.0,2.237,7.3820000000000014,468.8,15.907,83.8,79.5,18.144,101.1
44435.0,42,0.019,0.021,3.0410000000000004,1.294,0.0,47,37,51.4,54.7,50.0,434.0,1755.0,2.943,0,75.9,79.0,72.9,475.0,380.2,85.6,189.4,865.0,53.0,38.0,2.908,7.606,581.2,19.884,88.9,83.3,17.958,101.1
52145.0,30,0.026,0.03,3.5010000000000003,1.155,0.0,36,24,48.4,54.5,45.7,422.7,2041.0,3.409,0,82.6,86.2,79.9,499.7,399.3,85.5,205.4,992.0,58.0,310.0,2.461,6.487,685.9,19.884,91.9,94.5,18.455,101.0
48351.0,27,0.028,0.031,3.432,1.107,0.0,31,23,47.1,52.0,44.2,421.7,1913.0,3.224,0,84.9,88.2,82.8,501.0,407.8,85.4,197.4,934.0,61.0,313.0,2.684,8.052999999999999,643.7,19.884,91.6,94.1,18.579,100.9
26431.0,23,0.026,0.03,3.174,0.988,0.0,26,19,44.2,49.6,39.9,421.7,1528.0,2.564,0,86.0,88.7,83.7,491.9,403.4,85.4,161.6,744.7,52.0,323.0,2.684,10.737,494.6,19.884,87.6,90.9,18.89,100.8
41214.0,22,0.021,0.025,2.748,0.97,0.0,27,18,43.7,51.6,39.7,420.6,1543.0,2.612,0,87.4,88.9,86.0,496.8,402.5,85.3,179.4,766.0,64.0,279.0,2.237,8.277000000000001,492.3,19.2,87.8,93.7,18.33,100.7
29065.0,19,0.022,0.025,2.17,0.879,0.0,22,16,41.2,45.7,36.9,422.3,1059.0,1.827,0,88.0,90.0,86.5,482.5,401.6,85.3,129.6,526.4,57.0,302.0,2.684,8.724,315.9,19.884,83.7,87.3,19.138,100.7
22333.0,23,0.015,0.018000000000000002,1.504,0.936,0.0,31,16,42.6,50.4,36.7,421.3,771.0,1.388,0,86.2,88.9,74.5,465.6,400.3,85.2,96.8,387.3,60.0,273.0,1.79,6.487,225.2,19.884,82.2,78.4,18.765,100.6
9546.0,27,0.01,0.012,0.799,0.947,0.0,37,17,43.0,52.9,38.1,422.5,311.9,0.655,0,84.4,87.4,74.8,442.9,394.7,85.2,27.25,163.8,57.0,287.0,1.118,4.921,88.3,19.884,75.2,70.7,19.138,100.6
4646.0,26,0.003,0.004,0.181,1.026,0.0,33,19,45.1,47.8,39.9,424.6,66.4,0.168,0,81.5,86.4,77.5,429.7,384.2,85.3,5.949,36.82,85.0,302.0,2.684,15.435,-14.59,17.771,69.4,67.8,17.461,100.7
3613.0,50,0.002,0.004,0.07300001,0.919,0.0,50,49,42.4,42.8,41.9,446.8,31.47,0.057,0,61.5,62.2,60.8,384.0,330.7,85.7,4.413,13.36,50.0,61.0,4.026,12.303,-44.34,19.884,55.4,55.2,19.697,101.2
9015.0,49,0.002,0.004,0.599,0.915,0.0,50,48,42.3,43.0,41.7,444.7,118.4,0.163,0,61.7,63.1,60.6,384.9,328.6,85.7,8.67,47.15,47.0,160.0,3.355,12.751,-17.78,19.884,55.8,55.6,19.697,101.2
14412.0,45,0.003,0.004,1.2919999999999998,0.925,0.0,48,42,42.4,44.6,41.9,440.2,596.1,1.068,0,64.8,68.0,62.4,399.8,339.5,85.8,52.02,311.6,27.0,40.0,5.145,14.764,199.4,19.884,59.5,62.1,19.697,101.3
30799.0,48,0.009000000000000001,0.012,1.98,1.1909999999999998,0.0,55,42,49.1,52.5,44.1,443.5,1012.0,1.763,0,67.8,70.0,66.2,433.8,355.6,85.8,122.4,509.4,54.0,26.0,2.461,9.171,308.9,16.777,72.3,73.6,18.02,101.3
34746.0,48,0.013,0.015,2.5660000000000003,1.228,0.0,53,42,50.0,53.4,48.0,438.8,1218.0,2.095,0,70.5,73.4,67.6,452.5,370.2,85.8,139.0,604.2,65.0,23.0,2.013,7.3820000000000014,382.9,15.534,80.8,77.7,17.585,101.3
44804.0,42,0.016,0.018000000000000002,3.044,1.219,0.0,49,34,49.8,53.4,46.4,429.2,1752.0,2.94,0,73.4,76.6,70.7,474.2,376.8,85.8,187.5,859.0,71.0,276.0,1.79,4.921,574.2,19.884,87.6,85.1,18.206,101.3
26354.0,35,0.022,0.025,3.363,1.181,0.0,42,28,48.9,54.7,44.8,426.5,1937.0,3.237,0,77.0,80.2,74.5,486.2,390.5,85.7,198.5,941.0,70.0,12.0,2.237,7.3820000000000014,647.1,14.913,90.7,88.5,18.393,101.2
30378.0,49,0.012,0.013,3.415,1.69,0.0,51,47,58.8,60.6,57.4,426.4,1063.0,1.7990000000000002,0,78.4,80.1,77.0,464.5,424.6,86.3,105.5,497.8,70.0,297.0,2.684,8.5,352.3,19.884,81.7,82.6,18.268,101.9
17690.0,49,0.015,0.018000000000000002,3.32,1.635,0.0,53,44,57.9,61.0,55.4,427.8,569.0,0.991,0,78.4,79.5,77.5,459.4,423.5,86.2,55.2,260.6,46.0,285.0,1.5659999999999998,4.698,169.5,19.635,79.5,81.1,19.2,101.8
35069.0,44,0.009000000000000001,0.011,3.0610000000000004,1.653,0.0,51,37,58.1,61.0,54.3,426.8,1252.0,2.1,0,79.7,83.3,78.3,476.8,426.9,86.2,128.4,596.4,68.0,254.0,2.237,7.3820000000000014,418.1,17.958,85.1,86.9,18.082,101.7
35923.0,38,0.017,0.019,2.6260000000000003,1.4580000000000002,0.0,42,34,54.7,58.3,52.9,424.8,1467.0,2.443,0,82.0,84.9,80.1,490.3,425.1,86.1,155.9,704.1,65.0,347.0,2.013,7.158,483.0,19.884,88.7,90.9,18.393,101.6
27287.0,36,0.019,0.022,2.067,1.436,0.0,38,33,54.3,57.2,52.7,426.1,1182.0,1.996,0,83.1,84.7,81.5,480.0,412.7,86.0,138.2,577.8,66.0,331.0,2.684,10.961,372.3,15.534,84.6,86.7,18.579,101.6
20629.0,38,0.016,0.019,1.4,1.386,0.0,46,30,53.2,57.9,50.4,424.8,716.7,1.251,0,82.0,84.0,74.7,452.3,404.5,86.0,80.8,352.6,72.0,355.0,2.461,9.171,224.1,18.641,78.1,74.5,18.02,101.6
9171.0,36,0.009000000000000001,0.011,0.7090001,1.332,0.0,41,32,52.2,55.2,49.6,425.4,196.7,0.361,0,81.0,82.4,77.2,442.0,413.7,86.0,18.27,94.5,73.0,308.0,1.5659999999999998,6.487,47.92,19.884,73.9,72.7,19.387,101.6
4328.0,39,0.001,0.002,0.126,1.421,0.0,43,36,54.0,55.0,51.6,428.8,37.78,0.087,0,80.1,81.5,78.4,436.1,417.9,86.1,4.8210000000000015,20.43,66.0,325.0,1.342,6.263,-2.5860000000000003,19.449,71.8,71.4,19.014,101.6
3139.0,91,0.0,0.0,0.045,1.861,0.043,94,88,61.5,62.1,60.1,449.1,2.246,0.011,0,63.1,64.0,62.4,403.9,401.5,86.3,1.888,1.974,46.0,208.0,0.6709999999999999,2.237,-2.303,10.066,63.1,63.0,10.501,101.9
3751.0,92,0.0,0.0,0.494,1.843,0.028,94,91,61.2,62.1,60.6,440.7,49.86,0.097,0,63.1,64.4,62.2,405.6,401.3,86.4,6.566,22.01,47.0,337.0,1.118,3.579,11.23,4.474,63.9,63.5,14.726,102.0
6107.0,94,0.001,0.001,1.162,1.872,0.071,95,93,61.7,62.2,61.2,448.4,118.8,0.204,0,63.0,63.5,62.2,408.1,403.3,86.4,12.19,52.81,53.0,220.0,0.895,2.684,35.81,19.884,64.8,64.6,9.383,102.0
10090.0,93,0.002,0.002,1.835,1.911,0.016,94,92,62.2,63.5,61.5,442.0,258.3,0.441,0,63.7,65.5,62.6,417.2,408.2,86.4,25.11,112.5,53.0,233.0,0.6709999999999999,2.013,78.5,14.789,67.8,67.6,14.043,102.0
15472.0,89,0.004,0.004,2.436,1.963,0.0,94,84,63.0,64.0,61.0,437.1,490.4,0.8220000000000001,0,65.5,68.2,63.5,428.5,418.8,86.4,45.35,212.9,55.0,291.0,0.895,4.698,157.7,7.581,71.6,71.2,16.963,102.0
30256.0,83,0.006,0.006999999999999999,2.911,1.978,0.0,92,74,63.1,65.3,61.5,432.6,1388.0,2.228,0,67.1,73.4,64.4,453.0,436.3,86.4,134.1,641.1,69.0,269.0,1.342,5.369,490.3,19.884,80.8,79.2,17.461,102.0
41685.0,69,0.016,0.017,3.23,1.86,0.0,76,61,61.3,65.3,59.0,425.9,1558.0,2.576,0,70.9,73.4,68.4,469.5,458.4,86.4,152.7,743.1,64.0,9.0,2.013,6.487,579.3,19.884,86.9,84.2,18.641,102.0
40201.0,59,0.019,0.021,3.373,1.746,0.0,64,53,59.7,61.3,57.9,422.3,1805.0,2.985,0,73.0,78.6,70.7,477.2,437.3,86.3,178.2,865.0,68.0,15.0,2.461,7.158,647.2,19.635,88.3,87.3,18.828,101.9
53540.0,49,0.022,0.025,3.312,1.591,0.0,55,43,57.0,60.6,54.5,420.6,1958.0,3.194,0,75.6,78.8,73.4,489.9,395.4,86.3,190.9,938.0,57.0,313.0,2.237,7.3820000000000014,652.9,16.218,90.0,92.5,18.765,101.9
